RALT;ROLL;GS;MH;TH;PTCH
-3,5;0,692118049;0;52,50209427;54,05112076;-0,714090961
-3,5;0,681132019;0;53,8808403;55,42986298;-0,725077289
-3,5;0,681132019;0;55,26507568;56,81410217;-0,736061709
-3,5;0,670145988;0;56,64931107;58,19833755;-0,747048038
-3,5;0,670145988;0;58,25875854;59,80778503;-0,747048038
-3,5;0,659160018;0;59,63750076;61,18652725;-0,747048038
-3,5;0,659160018;0;61,01075363;62,55978012;-0,758034366
-3,5;0,648174047;0;62,38400269;63,93302917;-0,780007022
-3,5;0,626201987;0;64,00993347;65,55895996;-0,780007022
-3,5;0,615216017;0;65,4161377;66,96516418;-0,780007022
-3,5;0,604230046;0;66,82234955;68,37137604;-0,780007022
-3,5;0,593244016;0;68,21756744;69,7720871;-0,79099335
-3,5;0,593244016;0;69,81603241;71,3650589;-0,79099335
-3,5;0,582257986;0;71,12336731;72,6723938;-0,801977771
-3,5;0,582257986;0;72,38126373;73,93578339;-0,801977771
-3,5;0,582257986;0;73,59521484;75,14424133;-0,801977771
-3,5;0,571272016;0;74,95748138;76,50650787;-0,812964099
-3,5;0,560286045;0;76,08354187;77,63806152;-0,823950427
-3,5;0,549300015;0;77,176651;78,72567749;-0,834936755
-3,5;0,538313985;0;78,22032166;79,76934814;-0,834936755
-3,375;0,516342044;0;79,40680695;80,9613266;-0,845923083
-3,375;0,494370013;0;80,42850494;81,97753143;-0,845923083
-3,5;0,494370013;0;81,45020294;82,99922943;-0,856909411
-3,375;0,483384013;0;82,44993591;84,00444794;-0,867893832
-3,375;0,472398013;0;83,58698273;85,13600922;-0,87888016
-3,375;0,461412013;0;84,54276276;86,09178925;-0,889866489
-3,375;0,461412013;0;85,48207092;87,03109741;-0,900852817
-3,5;0,450426012;0;86,40489197;88,11321259;-0,900852817
-3,375;0,450426012;0;87,47053528;89,01956177;-0,911839145
-3,375;0,450426012;0;88,34941101;89,90393066;-0,911839145
-3,375;0,461412013;0;89,20082855;90,75534821;-0,911839145
-3,375;0,461412013;0;90,17308807;91,72211456;-0,900852817
-3,375;0,461412013;0;90,99154663;92,54057312;-0,900852817
-3,375;0,450426012;0;91,7770462;93,32607269;-0,900852817
-3,375;0,439440012;0;92,53507996;94,08410645;-0,911839145
-3,375;0,428454012;0;93,39199066;94,94101715;-0,911839145
-3,375;0,428454012;0;94,11157227;95,66609192;-0,911839145
-3,375;0,417468011;0;94,81467438;96,36370087;-0,922825473
-3,375;0,406482011;0;95,4903183;97,03933716;-0,922825473
-3,375;0,395496011;0;96,25933838;97,80835724;-0,911839145
-3,25;0,38451001;0;96,90201569;98,45104218;-0,911839145
-3,25;0,38451001;0;97,5172348;99,06626129;-0,911839145
-3,25;0,38451001;0;98,10498047;99,65400696;-0,900852817
-3,375;0,38451001;0;98,76963806;100,3186646;-0,900852817
-3,375;0,38451001;0;99,32991791;100,8844376;-0,900852817
-3,25;0,38451001;0;99,88471222;101,4337387;-0,900852817
-3,25;0,37352401;0;100,4010544;101,9500809;-0,900852817
-3,375;0,36253801;0;100,9558487;102,5048752;-0,900852817
-3,375;0,35155201;0;101,4117661;102,9607925;-0,889866489
-3,25;0,340566009;0;101,867691;103,4222031;-0,889866489
-3,25;0,329580009;0;102,3126221;103,8616486;-0,889866489
-3,25;0,329580009;0;102,7795258;104,3285522;-0,889866489
-3,375;0,329580009;0;103,1640396;104,7130585;-0,889866489
-3,375;0,340566009;0;103,5485458;105,1030655;-0,87888016
-3,375;0,340566009;0;103,9440384;105,498558;-0,87888016
-3,375;0,340566009;0;104,3999634;105,9489899;-0,87888016
-3,375;0,329580009;0;104,7624969;106,3115234;-0,87888016
-3,375;0,318594009;0;105,1250381;106,6740646;-0,87888016
-3,375;0,307608008;0;105,4875717;107,0365982;-0,87888016
-3,375;0,285636008;0;105,8995514;107,4485779;-0,87888016
-3,375;0,274650007;0;106,2346191;107,7891388;-0,87888016
-3,375;0,274650007;0;106,5587082;108,1132278;-0,87888016
-3,375;0,285636008;0;106,8827972;108,4318237;-0,889866489
-3,375;0,296622008;0;107,2508316;108,8053436;-0,889866489
-3,375;0,296622008;0;107,5639267;109,1129532;-0,87888016
-3,375;0,296622008;0;107,8605499;109,4095764;-0,867893832
-3,375;0,296622008;0;108,1406937;109,6897202;-0,867893832
-3,375;0,274650007;0;108,4592896;110,008316;-0,87888016
-3,25;0,263664007;0;108,7174606;110,2664871;-0,87888016
-3,375;0,241692007;0;108,9701385;110,519165;-0,867893832
-3,375;0,241692007;0;109,2173233;110,8102951;-0,856909411
-3,375;0,230706006;0;109,497467;111,0464935;-0,856909411
-3,25;0,219720006;0;109,7116928;111,2607193;-0,856909411
-3,25;0,208734006;0;109,9149323;111,4639587;-0,867893832
-3,25;0,186762005;0;110,1346512;111,6891708;-0,856909411
-3,375;0,175776005;0;110,3214188;111,8704376;-0,856909411
-3,375;0,164790004;0;110,4971924;112,0462189;-0,845923083
-3,375;0,153804004;0;110,6509933;112,205513;-0,856909411
-3,375;0,153804004;0;110,8157883;112,3648148;-0,856909411
-3,375;0,153804004;0;110,9421234;112,4966431;-0,845923083
-3,375;0,164790004;0;111,0574799;112,6065063;-0,834936755
-3,375;0,164790004;0;111,1618423;112,7108688;-0,834936755
-3,375;0,142818004;0;111,249733;112,7987595;-0,834936755
-3,375;0,109860003;0;111,2936783;112,8427048;-0,834936755
-3,375;0,065916002;0;111,3211441;112,8701706;-0,834936755
-3,25;0,021972001;0;111,3321304;112,8866425;-0,823950427
-3,25;0;0;111,3321304;112,8866425;-0,823950427
-3,375;-0,010986941;0;111,3211441;112,8701706;-0,823950427
-3,375;-0,010986941;0;111,2991714;112,8481979;-0,812964099
-3,375;0;0;111,2881851;112,8372116;-0,801977771
-3,25;0,010986;0;111,3046646;112,8536911;-0,780007022
-3,25;0,021972001;0;111,3101578;112,8591843;-0,780007022
-3,25;0,021972001;0;111,2936783;112,8427048;-0,780007022
-3,375;0,010986;0;111,2771988;112,8317184;-0,79099335
-3,25;-0,010986941;0;111,282692;112,8317184;-0,79099335
-3,375;-0,03295769;0;111,2881851;112,8427048;-0,79099335
-3,25;-0,054930347;0;111,2662125;112,815239;-0,79099335
-3,25;-0,054930347;0;111,2057877;112,7603073;-0,801977771
-3,25;-0,043944018;0;111,1563492;112,7053757;-0,812964099
-3,25;-0,02197327;0;111,1124039;112,6614304;-0,823950427
-3,25;-0,010986941;0;111,0464935;112,59552;-0,823950427
-3,25;0;0;110,9586029;112,5076294;-0,834936755
-3,25;0;0;110,8322678;112,3812866;-0,834936755
-3,25;-0,02197327;0;110,705925;112,2549515;-0,834936755
-3,25;-0,043944018;0;110,552124;112,1011505;-0,823950427
-3,25;-0,076903003;0;110,3653564;111,9143829;-0,823950427
-3,25;-0,087889331;0;110,096199;111,6452255;-0,812964099
-3,25;-0,087889331;0;109,8270416;111,3760681;-0,823950427
-3,25;-0,076903003;0;109,5194397;111,0684662;-0,812964099
-3,375;-0,065916675;0;109,1459122;110,6949387;-0,801977771
-3,25;-0,043944018;0;108,62957;110,1785965;-0,801977771
-3,25;-0,043944018;0;108,1461868;109,6952133;-0,801977771
-3,375;-0,03295769;0;107,640831;109,1898575;-0,79099335
-3,25;-0,043944018;0;107,129982;108,6790085;-0,79099335
-3,375;-0,054930347;0;106,5422287;108,0912552;-0,780007022
-3,25;-0,087889331;0;106,0533524;107,6023788;-0,769020694
-3,375;-0,10986008;0;105,6084213;107,1574478;-0,769020694
-3,375;-0,120846408;0;105,1470108;106,6960373;-0,769020694
-3,375;-0,131832736;0;104,8009491;106,3499756;-0,769020694
-3,375;-0,131832736;0;104,4933395;106,042366;-0,758034366
-3,375;-0,131832736;0;104,2241821;105,7732086;-0,747048038
-3,375;-0,120846408;0;103,9550247;105,5040512;-0,736061709
-3,375;-0,120846408;0;103,7462921;105,2953186;-0,736061709
-3,25;-0,120846408;0;103,5430527;105,0920792;-0,725077289
-3,25;-0,142819064;0;103,3398132;104,8888397;-0,736061709
-3,375;-0,153805392;0;103,0981216;104,6471481;-0,725077289
-3,375;-0,164789813;0;102,9003754;104,4493942;-0,714090961
-3,25;-0,153805392;0;102,7081146;104,2626343;-0,703104632
-3,375;-0,142819064;0;102,5268478;104,0813675;-0,692118304
-3,25;-0,131832736;0;102,3181152;103,8671417;-0,692118304
-3,25;-0,120846408;0;102,1258621;103,6803741;-0,692118304
-3,25;-0,131832736;0;101,9390945;103,488121;-0,681131976
-3,25;-0,142819064;0;101,7413483;103,2958679;-0,670147555
-3,25;-0,153805392;0;101,5051498;103,0541763;-0,670147555
-3,375;-0,164789813;0;101,3019104;102,8509369;-0,670147555
-3,375;-0,164789813;0;101,0931778;102,6476974;-0,670147555
-3,25;-0,164789813;0;100,8899307;102,4389572;-0,659161227
-3,25;-0,153805392;0;100,6317596;102,1807861;-0,659161227
-3,25;-0,153805392;0;100,3900681;101,9445877;-0,659161227
-3,25;-0,164789813;0;100,1483765;101,697403;-0,659161227
-3,25;-0,186762469;0;99,90119171;101,4502182;-0,659161227
-3,25;-0,219721454;0;99,59358215;101,1426086;-0,648174899
-3,25;-0,241692203;0;99,32991791;100,8789444;-0,648174899
-3,375;-0,252678531;0;99,07175446;100,6207733;-0,637188571
-3,25;-0,252678531;0;98,80809021;100,3571091;-0,626202243
-3,375;-0,241692203;0;98,49498749;100,0495071;-0,615215915
-3,375;-0,230705875;0;98,23132324;99,78034973;-0,604231494
-3,25;-0,230705875;0;97,967659;99,51668549;-0,593245166
-3,375;-0,230705875;0;97,70399475;99,2585144;-0,593245166
-3,25;-0,241692203;0;97,39638519;98,94541168;-0,604231494
-3,25;-0,263664859;0;97,12722778;98,68174744;-0,604231494
-3,25;-0,285637515;0;96,8690567;98,41808319;-0,593245166
-3,375;-0,296621936;0;96,60539246;98,15991211;-0,582258838
-3,375;-0,296621936;0;96,2977829;97,84680939;-0,582258838
-3,25;-0,274651187;0;96,03961182;97,59413147;-0,582258838
-3,25;-0,252678531;0;95,79242706;97,34694672;-0,582258838
-3,25;-0,241692203;0;95,55622864;97,06680298;-0,582258838
-3,25;-0,230705875;0;95,28157806;96,83060455;-0,582258838
-3,25;-0,230705875;0;95,05636597;96,60539246;-0,560286182
-3,375;-0,241692203;0;94,84763336;96,39665985;-0,560286182
-3,25;-0,241692203;0;94,62791443;96,17694092;-0,560286182
-3,25;-0,252678531;0;94,45214081;96,0011673;-0,57127251
-3,25;-0,241692203;0;94,29833221;95,8473587;-0,582258838
-3,25;-0,241692203;0;94,17199707;95,72102356;-0,57127251
-3,25;-0,230705875;0;94,05114746;95,60566711;-0,560286182
-3,25;-0,241692203;0;93,96325684;95,51228333;-0,57127251
-3,25;-0,252678531;0;93,88636017;95,43538666;-0,57127251
-3,25;-0,263664859;0;93,83142853;95,38594818;-0,57127251
-3,25;-0,285637515;0;93,78199005;95,33101654;-0,560286182
-3,25;-0,307608264;0;93,73804474;95,28707123;-0,560286182
-3,25;-0,318594592;0;93,69960022;95,24861908;-0,560286182
-3,375;-0,32958092;0;93,66114807;95,21017456;-0,549299853
-3,25;-0,340567248;0;93,61720276;95,16622925;-0,549299853
-3,25;-0,351551669;0;93,56227112;95,11679077;-0,549299853
-3,25;-0,362537997;0;93,49635315;95,04537964;-0,538315433
-3,375;-0,373524325;0;93,41945648;94,96848297;-0,538315433
-3,25;-0,384510654;0;93,31508636;94,86411285;-0,527329104
-3,25;-0,417467731;0;93,21071625;94,75974274;-0,527329104
-3,375;-0,428454059;0;93,08987427;94,64439392;-0,527329104
-3,25;-0,450426715;0;92,95803833;94,51255798;-0,527329104
-3,375;-0,461413043;0;92,80423737;94,35326385;-0,527329104
-3,25;-0,472399371;0;92,66142273;94,21594238;-0,527329104
-3,25;-0,483383792;0;92,5131073;94,06213379;-0,527329104
-3,25;-0,483383792;0;92,34832001;93,90283966;-0,527329104
-3,375;-0,483383792;0;92,16156006;93,71607208;-0,527329104
-3,25;-0,49437012;0;92,00775146;93,56227112;-0,527329104
-3,25;-0,505356448;0;91,8539505;93,40297699;-0,527329104
-3,25;-0,505356448;0;91,68915558;93,23818207;-0,527329104
-3,25;-0,505356448;0;91,49690247;93,04592896;-0,527329104
-3,25;-0,505356448;0;91,33211517;92,88114166;-0,527329104
-3,25;-0,49437012;0;91,17281342;92,7218399;-0,527329104
-3,25;-0,483383792;0;91,02450562;92,5735321;-0,538315433
-3,25;-0,483383792;0;90,86521149;92,41423798;-0,538315433
-3,25;-0,461413043;0;90,72788239;92,28240204;-0,527329104
-3,25;-0,439440387;0;90,59056091;92,1395874;-0,527329104
-3,25;-0,428454059;0;90,45872498;92,01324463;-0,527329104
-3,25;-0,40648331;0;90,33238983;91,88141632;-0,527329104
-3,25;-0,384510654;0;90,23900604;91,78803253;-0,527329104
-3,25;-0,384510654;0;90,15111542;91,70014191;-0,516342776
-3,25;-0,384510654;0;90,04125977;91,59577942;-0,516342776
-3,25;-0,40648331;0;89,9588623;91,50788879;-0,505356448
-3,25;-0,417467731;0;89,88195801;91,4309845;-0,505356448
-3,25;-0,428454059;0;89,80506134;91,35958099;-0,505356448
-3,25;-0,439440387;0;89,73914337;91,28816986;-0,505356448
-3,25;-0,439440387;0;89,68421173;91,23873138;-0,505356448
-3,25;-0,439440387;0;89,64026642;91,18929291;-0,505356448
-3,25;-0,428454059;0;89,58534241;91,1343689;-0,505356448
-3,25;-0,428454059;0;89,53041077;91,07943726;-0,505356448
-3,25;-0,428454059;0;89,50843811;91,0574646;-0,516342776
-3,25;-0,428454059;0;89,49195862;91,04647827;-0,516342776
-3,25;-0,428454059;0;89,48097229;91,02999878;-0,516342776
-3,25;-0,439440387;0;89,45350647;91,00802612;-0,516342776
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,516342776
-3,25;-0,461413043;0;89,4644928;91,01351929;-0,516342776
-3,25;-0,461413043;0;89,46998596;91,01901245;-0,516342776
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,516342776
-3,25;-0,461413043;0;89,44801331;90,99703979;-0,516342776
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,505356448
-3,25;-0,439440387;0;89,45350647;91,00802612;-0,505356448
-3,25;-0,439440387;0;89,45350647;91,00253296;-0,505356448
-3,25;-0,439440387;0;89,45350647;91,00253296;-0,505356448
-3,25;-0,439440387;0;89,45350647;91,00253296;-0,505356448
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,505356448
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,49437012
-3,25;-0,472399371;0;89,45350647;91,00253296;-0,49437012
-3,25;-0,472399371;0;89,45350647;91,00253296;-0,49437012
-3,25;-0,472399371;0;89,45350647;91,00253296;-0,49437012
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,49437012
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,483383792
-3,25;-0,439440387;0;89,45350647;91,00253296;-0,483383792
-3,25;-0,439440387;0;89,45350647;91,00253296;-0,483383792
-3,125;-0,439440387;0;89,45350647;91,00253296;-0,472399371
-3,25;-0,439440387;0;89,45350647;91,00253296;-0,472399371
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,472399371
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,472399371
-3,125;-0,461413043;0;89,45350647;91,00253296;-0,472399371
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,483383792
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,49437012
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,505356448
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,516342776
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,516342776
-3,125;-0,450426715;0;89,45350647;91,00253296;-0,527329104
-3,125;-0,450426715;0;89,45350647;91,00253296;-0,538315433
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,549299853
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,560286182
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,560286182
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,538315433
-3,125;-0,461413043;0;89,45350647;91,00253296;-0,516342776
-3,125;-0,461413043;0;89,45350647;91,00253296;-0,49437012
-3,125;-0,461413043;0;89,45350647;91,00253296;-0,483383792
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,483383792
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,49437012
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,505356448
-3,25;-0,439440387;0;89,45350647;91,00253296;-0,516342776
-3,125;-0,439440387;0;89,45350647;91,00253296;-0,516342776
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,505356448
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,483383792
-3,25;-0,472399371;0;89,45350647;91,00253296;-0,472399371
-3,25;-0,472399371;0;89,45350647;91,00253296;-0,472399371
-3,25;-0,472399371;0;89,45350647;91,00253296;-0,483383792
-3,125;-0,461413043;0;89,45899963;91,00802612;-0,49437012
-3,25;-0,450426715;0;89,45899963;91,00802612;-0,505356448
-3,25;-0,450426715;0;89,45899963;91,00802612;-0,49437012
-3,25;-0,461413043;0;89,45899963;91,00802612;-0,49437012
-3,25;-0,461413043;0;89,45899963;91,00802612;-0,49437012
-3,125;-0,483383792;0;89,45899963;91,00802612;-0,49437012
-3,125;-0,483383792;0;89,45350647;91,00802612;-0,49437012
-3,125;-0,483383792;0;89,45350647;91,00253296;-0,49437012
-3,25;-0,472399371;0;89,45350647;91,00253296;-0,49437012
-3,125;-0,461413043;0;89,45350647;91,00253296;-0,483383792
-3,25;-0,450426715;0;89,45350647;91,00253296;-0,472399371
-3,125;-0,439440387;0;89,45350647;91,00253296;-0,472399371
-3,125;-0,439440387;0;89,45350647;91,00253296;-0,472399371
-3,25;-0,439440387;0;89,45350647;91,00253296;-0,472399371
-3,125;-0,450426715;0;89,45350647;91,00253296;-0,472399371
-3,25;-0,461413043;0;89,45350647;91,00253296;-0,461413043
-3,25;-0,472399371;0;89,45350647;91,00253296;-0,461413043
-3,125;-0,472399371;0;89,45350647;91,00253296;-0,461413043
-3,125;-0,472399371;0;89,45350647;91,00253296;-0,461413043
-3,125;-0,461413043;0;89,45350647;91,00253296;-0,472399371
-3,125;-0,439440387;0;89,45350647;91,00253296;-0,461413043
-3,125;-0,428454059;0;89,45350647;91,00253296;-0,461413043
-3,125;-0,417467731;0;89,45350647;91,00253296;-0,450426715
-3,125;-0,417467731;0;89,45350647;91,00253296;-0,439440387
-3,125;-0,428454059;0;89,45350647;91,00253296;-0,439440387
-3,125;-0,439440387;0;89,45350647;91,00253296;-0,450426715
-3,125;-0,439440387;0;89,45350647;91,00253296;-0,461413043
-3,125;-0,428454059;0;89,45350647;91,00253296;-0,461413043
-3,125;-0,428454059;0;89,45350647;91,00253296;-0,472399371
-3,125;-0,417467731;0;89,45350647;91,00253296;-0,483383792
-3,125;-0,417467731;0;89,45350647;91,00253296;-0,505356448
-3,125;-0,417467731;0;89,45350647;91,00253296;-0,516342776
-3,125;-0,439440387;0;89,45350647;91,00253296;-0,527329104
-3,125;-0,461413043;0;89,45350647;91,00253296;-0,538315433
-3,125;-0,505356448;0;89,45350647;91,00253296;-0,538315433
-3,125;-0,538315433;0;89,45350647;91,00253296;-0,538315433
-3,125;-0,560286182;0;89,45350647;91,00253296;-0,538315433
-3,125;-0,560286182;0;89,45350647;91,00253296;-0,538315433
-3,125;-0,549299853;0;89,45350647;91,00253296;-0,538315433
-3,125;-0,527329104;0;89,45350647;91,00253296;-0,538315433
-3,125;-0,49437012;0;89,45350647;91,00253296;-0,527329104
-3,125;-0,461413043;0;89,45350647;91,00253296;-0,527329104
-3,125;-0,439440387;0;89,45350647;91,00802612;-0,516342776
-3,125;-0,439440387;0;89,45350647;91,00802612;-0,516342776
-3,125;-0,428454059;0;89,45350647;91,00802612;-0,516342776
-3,125;-0,428454059;0;89,45350647;91,00802612;-0,516342776
-3,125;-0,417467731;0;89,45350647;91,00802612;-0,516342776
-3,125;-0,40648331;0;89,45350647;91,00802612;-0,527329104
-3,125;-0,384510654;0;89,45350647;91,00802612;-0,527329104
-3,125;-0,351551669;0;89,45350647;91,00802612;-0,527329104
-3,125;-0,318594592;0;89,45350647;91,00802612;-0,527329104
-3,125;-0,307608264;0;89,45350647;91,00802612;-0,527329104
-3,125;-0,296621936;0;89,45350647;91,00802612;-0,538315433
-3;-0,285637515;0;89,45350647;91,00802612;-0,538315433
-3,125;-0,285637515;0;89,45350647;91,00802612;-0,549299853
-3;-0,285637515;0;89,45350647;91,00802612;-0,549299853
-3;-0,274651187;0;89,45350647;91,00802612;-0,549299853
-3,125;-0,274651187;0;89,45350647;91,00802612;-0,549299853
-3;-0,263664859;0;89,45350647;91,00802612;-0,549299853
-3;-0,263664859;0;89,45350647;91,00802612;-0,560286182
-3,125;-0,263664859;0;89,45350647;91,00802612;-0,549299853
-3,125;-0,274651187;0;89,45350647;91,00802612;-0,549299853
-3;-0,285637515;0;89,45350647;91,00802612;-0,549299853
-3,125;-0,296621936;0;89,45350647;91,00802612;-0,549299853
-3;-0,307608264;0;89,45350647;91,00802612;-0,560286182
-3,125;-0,318594592;0;89,45350647;91,00802612;-0,560286182
-3,125;-0,318594592;0;89,45350647;91,00802612;-0,560286182
-3,125;-0,318594592;0;89,45350647;91,00802612;-0,549299853
-3;-0,318594592;0;89,45350647;91,00802612;-0,549299853
-3;-0,318594592;0;89,45350647;91,00802612;-0,549299853
-3;-0,307608264;0;89,45350647;91,00802612;-0,549299853
-3,125;-0,307608264;0;89,45350647;91,00802612;-0,549299853
-3,125;-0,296621936;0;89,45899963;91,00802612;-0,549299853
-3,125;-0,285637515;0;89,45899963;91,00802612;-0,549299853
-3;-0,263664859;0;89,45899963;91,00802612;-0,549299853
-3;-0,263664859;0;89,45899963;91,00802612;-0,549299853
-3;-0,252678531;0;89,45899963;91,00802612;-0,560286182
-3,125;-0,252678531;0;89,45899963;91,00802612;-0,57127251
-3,125;-0,252678531;0;89,45899963;91,00802612;-0,582258838
-3,125;-0,252678531;0;89,45899963;91,00802612;-0,593245166
-3,125;-0,252678531;0;89,45899963;91,00802612;-0,593245166
-3;-0,241692203;0;89,45899963;91,00802612;-0,593245166
-3;-0,230705875;0;89,45899963;91,00802612;-0,593245166
-3,125;-0,219721454;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,219721454;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,219721454;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,219721454;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,219721454;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,219721454;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,208735126;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,197748797;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,197748797;0;89,45899963;91,00802612;-0,593245166
-3,125;-0,197748797;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,208735126;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,219721454;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,230705875;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,219721454;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,208735126;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,186762469;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,175776141;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,175776141;0;89,45899963;91,00802612;-0,604231494
-3,125;-0,186762469;0;89,45899963;91,00802612;-0,604231494
